CustomerID,Active_Subscriptions,Monthly_Subscriptions,Weekly_Subscriptions,Total_Monthly_Spend,Upcoming_Total,Next_Debit_Date,Current_Balance,Risk_Level,Top_Merchants,FR8_Message
CUST100587,3,2,1,1265.33,1116.57,2024-06-19,2369013.77,Low,"Dropbox, TimesOfIndia, Swiggy","You have 3 active subscription(s). Total monthly spend: ₹1,265.33. Next debit: 2024-06-19."
CUST100588,2,2,0,4321.4,4288.3,2024-07-13,983108.59,Low,"Adobe, LinkedIn","You have 2 active subscription(s). Total monthly spend: ₹4,321.40. Next debit: 2024-07-13."
CUST100589,3,3,0,2473.86,2476.15,2024-07-14,935817.16,Low,"Adobe, Amazon, Microsoft","You have 3 active subscription(s). Total monthly spend: ₹2,473.86. Next debit: 2024-07-14."
CUST100590,2,2,0,740.11,745.2,2024-07-03,2000374.46,Low,"Netflix, Zee5",You have 2 active subscription(s). Total monthly spend: ₹740.11. Next debit: 2024-07-03.
CUST100591,3,3,0,487.42,489.45,2024-06-22,1959357.14,Low,"Spotify, Swiggy, YouTube",You have 3 active subscription(s). Total monthly spend: ₹487.42. Next debit: 2024-06-22.
CUST100592,4,4,0,6256.74,6237.64,2024-07-02,2687264.83,High,"Adobe, Apple, Coursera, Microsoft","You have 4 active subscription(s). Total monthly spend: ₹6,256.74. Next debit: 2024-07-02."
CUST100593,1,1,0,997.96,998.64,2024-06-18,941926.9,Low,CultFit,You have 1 active subscription(s). Total monthly spend: ₹997.96. Next debit: 2024-06-18.
CUST100594,1,1,0,989.96,989.51,2024-05-30,635823.22,Low,CultFit,You have 1 active subscription(s). Total monthly spend: ₹989.96. Next debit: 2024-05-30.
CUST100595,4,3,1,1674.36,1525.39,2024-05-03,2118639.46,High,"Amazon, CultFit, TimesOfIndia, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹1,674.36. Next debit: 2024-05-03."
CUST100596,3,3,0,6169.56,6134.61,2024-07-13,2002087.35,High,"Coursera, BESCOM, Zoom","You have 3 active subscription(s). Total monthly spend: ₹6,169.56. Next debit: 2024-07-13."
CUST100597,1,1,0,298.63,297.98,2024-07-06,2171147.12,Low,Amazon,You have 1 active subscription(s). Total monthly spend: ₹298.63. Next debit: 2024-07-06.
CUST100598,1,1,0,75.25,75.62,2024-07-08,2044661.37,Low,Apple,You have 1 active subscription(s). Total monthly spend: ₹75.25. Next debit: 2024-07-08.
CUST100599,3,3,0,5079.62,5065.59,2024-06-26,1654074.43,High,"Coursera, CultFit, Zee5","You have 3 active subscription(s). Total monthly spend: ₹5,079.62. Next debit: 2024-06-26."
CUST100600,1,1,0,846.03,846.39,2024-06-24,1748090.39,Low,BESCOM,You have 1 active subscription(s). Total monthly spend: ₹846.03. Next debit: 2024-06-24.
CUST100601,2,2,0,1199.83,1195.42,2024-07-01,1866763.78,Low,"Amazon, Dropbox","You have 2 active subscription(s). Total monthly spend: ₹1,199.83. Next debit: 2024-07-01."
CUST100602,4,3,1,1495.11,1346.99,2024-06-14,2705301.94,Low,"Amazon, Dropbox, TimesOfIndia, Zee5","You have 4 active subscription(s). Total monthly spend: ₹1,495.11. Next debit: 2024-06-14."
CUST100603,3,3,0,494.03,496.22,2024-06-14,1190415.92,Low,"Amazon, Apple, Spotify",You have 3 active subscription(s). Total monthly spend: ₹494.03. Next debit: 2024-06-14.
CUST100604,4,4,0,2003.75,2010.46,2024-07-08,1244643.07,Low,"Amazon, Apple, Google, Disney+Hotstar","You have 4 active subscription(s). Total monthly spend: ₹2,003.75. Next debit: 2024-07-08."
CUST100605,4,4,0,2962.32,2959.67,2024-06-25,1417809.87,High,"Adobe, Amazon, BESCOM, Google","You have 4 active subscription(s). Total monthly spend: ₹2,962.32. Next debit: 2024-06-25."
CUST100606,2,1,1,1876.36,1699.15,2024-07-05,713929.56,Low,"Adobe, TimesOfIndia","You have 2 active subscription(s). Total monthly spend: ₹1,876.36. Next debit: 2024-07-05."
CUST100607,2,2,0,3162.94,3174.5,2024-07-05,497000.48,Low,"Adobe, Disney+Hotstar","You have 2 active subscription(s). Total monthly spend: ₹3,162.94. Next debit: 2024-07-05."
CUST100608,2,1,1,1184.23,435.72,2024-07-04,1986137.36,Low,"AnytimeFitness, YouTube","You have 2 active subscription(s). Total monthly spend: ₹1,184.23. Next debit: 2024-07-04."
CUST100609,1,1,0,2663.65,2666.69,2024-07-27,827399.84,Low,LinkedIn,"You have 1 active subscription(s). Total monthly spend: ₹2,663.65. Next debit: 2024-07-27."
CUST100610,1,1,0,2649.54,2606.27,2024-07-26,2344810.79,Low,LinkedIn,"You have 1 active subscription(s). Total monthly spend: ₹2,649.54. Next debit: 2024-07-26."
CUST100611,1,0,1,195.52,48.96,2024-07-07,780094.76,Low,TimesOfIndia,You have 1 active subscription(s). Total monthly spend: ₹195.52. Next debit: 2024-07-07.
CUST100612,3,3,0,2207.53,2231.34,2024-07-15,2354195.6,High,"Amazon, Dropbox, CultFit","You have 3 active subscription(s). Total monthly spend: ₹2,207.53. Next debit: 2024-07-15."
CUST100613,2,2,0,842.55,841.82,2024-07-04,2264709.25,Low,"Netflix, YouTube",You have 2 active subscription(s). Total monthly spend: ₹842.55. Next debit: 2024-07-04.
CUST100614,4,4,0,3760.56,3778.45,2024-07-02,2089612.15,High,"Apple, BESCOM, LinkedIn, YouTube","You have 4 active subscription(s). Total monthly spend: ₹3,760.56. Next debit: 2024-07-02."
CUST100615,3,3,0,3048.19,3054.67,2024-06-03,1035846.51,Low,"Dropbox, Disney+Hotstar, Netflix","You have 3 active subscription(s). Total monthly spend: ₹3,048.19. Next debit: 2024-06-03."
CUST100616,4,4,0,3230.32,3229.82,2024-06-28,1978949.57,High,"CultFit, Disney+Hotstar, Netflix, Zee5","You have 4 active subscription(s). Total monthly spend: ₹3,230.32. Next debit: 2024-06-28."
CUST100617,4,4,0,1434.33,1437.05,2024-07-02,1530563.14,Low,"Amazon, BESCOM, YouTube, Zee5","You have 4 active subscription(s). Total monthly spend: ₹1,434.33. Next debit: 2024-07-02."
CUST100618,1,1,0,119.21,119.72,2024-07-12,1084830.74,Low,Spotify,You have 1 active subscription(s). Total monthly spend: ₹119.21. Next debit: 2024-07-12.
CUST100619,1,1,0,129.34,129.98,2024-08-01,547568.94,Low,Google,You have 1 active subscription(s). Total monthly spend: ₹129.34. Next debit: 2024-08-01.
CUST100620,3,3,0,2079.03,2066.14,2024-07-17,1983031.4,Low,"Google, Netflix, Zoom","You have 3 active subscription(s). Total monthly spend: ₹2,079.03. Next debit: 2024-07-17."
CUST100621,1,1,0,849.15,847.42,2024-07-22,2040053.92,Low,BESCOM,You have 1 active subscription(s). Total monthly spend: ₹849.15. Next debit: 2024-07-22.
CUST100622,1,1,0,1497.58,1488.79,2024-07-15,2115309.94,Low,Disney+Hotstar,"You have 1 active subscription(s). Total monthly spend: ₹1,497.58. Next debit: 2024-07-15."
CUST100623,4,3,1,1319.81,576.87,2024-07-01,1808593.69,Low,"Apple, Google, AnytimeFitness, Spotify","You have 4 active subscription(s). Total monthly spend: ₹1,319.81. Next debit: 2024-07-01."
CUST100624,2,2,0,4296.59,4245.75,2024-07-09,1677742.33,Low,"Amazon, Coursera","You have 2 active subscription(s). Total monthly spend: ₹4,296.59. Next debit: 2024-07-09."
CUST100625,2,2,0,1850.9,1851.93,2024-06-16,2322688.23,High,"BESCOM, CultFit","You have 2 active subscription(s). Total monthly spend: ₹1,850.90. Next debit: 2024-06-16."
CUST100626,3,2,1,5503.46,4814.0,2024-06-27,1479201.57,Low,"Coursera, AnytimeFitness, Microsoft","You have 3 active subscription(s). Total monthly spend: ₹5,503.46. Next debit: 2024-06-27."
CUST100627,1,1,0,130.5,129.5,2024-06-27,2084381.44,Low,Google,You have 1 active subscription(s). Total monthly spend: ₹130.50. Next debit: 2024-06-27.
CUST100628,3,3,0,1539.54,1546.77,2024-06-26,2330131.41,High,"Google, Zee5, Zoom","You have 3 active subscription(s). Total monthly spend: ₹1,539.54. Next debit: 2024-06-26."
CUST100629,3,3,0,5452.64,5464.37,2024-07-05,2010080.11,High,"Coursera, Dropbox, Microsoft","You have 3 active subscription(s). Total monthly spend: ₹5,452.64. Next debit: 2024-07-05."
CUST100630,3,2,1,2608.26,1866.27,2024-06-20,2092206.4,Low,"AnytimeFitness, Disney+Hotstar, Spotify","You have 3 active subscription(s). Total monthly spend: ₹2,608.26. Next debit: 2024-06-20."
CUST100631,1,1,0,1683.72,1681.5,2024-07-18,656805.23,Low,Adobe,"You have 1 active subscription(s). Total monthly spend: ₹1,683.72. Next debit: 2024-07-18."
CUST100632,2,2,0,1083.72,1075.51,2024-07-16,2383281.34,High,"Dropbox, YouTube","You have 2 active subscription(s). Total monthly spend: ₹1,083.72. Next debit: 2024-07-16."
CUST100633,3,3,0,1683.14,1682.66,2024-06-16,1871831.2,High,"Apple, Disney+Hotstar, Zee5","You have 3 active subscription(s). Total monthly spend: ₹1,683.14. Next debit: 2024-06-16."
CUST100634,3,2,1,1269.47,524.9,2024-07-06,2316390.56,High,"AnytimeFitness, Swiggy, Zee5","You have 3 active subscription(s). Total monthly spend: ₹1,269.47. Next debit: 2024-07-06."
CUST100635,4,4,0,888.2,892.88,2024-07-10,2310883.89,Low,"Apple, Google, Microsoft, Swiggy",You have 4 active subscription(s). Total monthly spend: ₹888.20. Next debit: 2024-07-10.
CUST100636,4,3,1,2189.84,2043.11,2024-07-01,1595258.27,Low,"Adobe, Google, TimesOfIndia, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹2,189.84. Next debit: 2024-07-01."
CUST100637,2,2,0,1154.23,1156.23,2024-06-27,2457765.04,Low,"Amazon, BESCOM","You have 2 active subscription(s). Total monthly spend: ₹1,154.23. Next debit: 2024-06-27."
CUST100638,2,2,0,1576.85,1580.64,2024-06-27,361847.62,Low,"Apple, Disney+Hotstar","You have 2 active subscription(s). Total monthly spend: ₹1,576.85. Next debit: 2024-06-27."
CUST100639,1,1,0,180.45,181.92,2024-07-24,2142193.82,Low,Swiggy,You have 1 active subscription(s). Total monthly spend: ₹180.45. Next debit: 2024-07-24.
CUST100640,2,1,1,4187.63,4029.76,2024-06-28,1251444.42,Low,"Coursera, TimesOfIndia","You have 2 active subscription(s). Total monthly spend: ₹4,187.63. Next debit: 2024-06-28."
CUST100641,4,3,1,1426.56,1287.09,2024-06-25,1481224.59,High,"Amazon, Apple, BESCOM, TimesOfIndia","You have 4 active subscription(s). Total monthly spend: ₹1,426.56. Next debit: 2024-06-25."
CUST100642,4,4,0,3513.35,3507.29,2024-06-23,1347217.7,High,"Adobe, Dropbox, BESCOM, Zee5","You have 4 active subscription(s). Total monthly spend: ₹3,513.35. Next debit: 2024-06-23."
CUST100643,3,3,0,1691.43,1700.42,2024-07-16,808848.9,Low,"BESCOM, Netflix, YouTube","You have 3 active subscription(s). Total monthly spend: ₹1,691.43. Next debit: 2024-07-16."
CUST100644,2,2,0,971.4,970.89,2024-07-06,2796232.39,Low,"BESCOM, Spotify",You have 2 active subscription(s). Total monthly spend: ₹971.40. Next debit: 2024-07-06.
CUST100645,2,1,1,270.54,123.72,2024-07-03,595536.97,Low,"Apple, TimesOfIndia",You have 2 active subscription(s). Total monthly spend: ₹270.54. Next debit: 2024-07-03.
CUST100646,4,3,1,3071.3,2925.53,2024-07-02,1646501.77,Low,"LinkedIn, TimesOfIndia, Spotify, Zee5","You have 4 active subscription(s). Total monthly spend: ₹3,071.30. Next debit: 2024-07-02."
CUST100647,1,0,1,991.76,247.18,2024-07-02,2252217.6,Low,AnytimeFitness,You have 1 active subscription(s). Total monthly spend: ₹991.76. Next debit: 2024-07-02.
CUST100648,1,1,0,181.23,181.97,2024-07-15,1586278.91,Low,Swiggy,You have 1 active subscription(s). Total monthly spend: ₹181.23. Next debit: 2024-07-15.
CUST100649,2,2,0,1745.78,1747.15,2024-07-25,1786243.37,High,"Adobe, Apple","You have 2 active subscription(s). Total monthly spend: ₹1,745.78. Next debit: 2024-07-25."
CUST100650,3,3,0,3355.33,3367.3,2024-06-25,698352.92,High,"LinkedIn, Microsoft, YouTube","You have 3 active subscription(s). Total monthly spend: ₹3,355.33. Next debit: 2024-06-25."
CUST100651,3,3,0,2647.06,2648.26,2024-07-07,2079635.85,Low,"Adobe, BESCOM, Spotify","You have 3 active subscription(s). Total monthly spend: ₹2,647.06. Next debit: 2024-07-07."
CUST100652,3,3,0,1850.46,1854.2,2024-07-07,1499140.55,Low,"Dropbox, BESCOM, Zee5","You have 3 active subscription(s). Total monthly spend: ₹1,850.46. Next debit: 2024-07-07."
CUST100653,2,0,2,1190.08,297.26,2024-06-29,1424437.42,High,"AnytimeFitness, TimesOfIndia","You have 2 active subscription(s). Total monthly spend: ₹1,190.08. Next debit: 2024-06-29."
CUST100654,4,4,0,3721.33,3712.5,2024-06-04,1263594.49,High,"Apple, BESCOM, Google, LinkedIn","You have 4 active subscription(s). Total monthly spend: ₹3,721.33. Next debit: 2024-06-04."
CUST100655,1,1,0,846.6,846.08,2024-07-18,1061808.11,Low,BESCOM,You have 1 active subscription(s). Total monthly spend: ₹846.60. Next debit: 2024-07-18.
CUST100656,4,4,0,5859.08,5847.7,2024-07-12,2033515.1,High,"Dropbox, CultFit, LinkedIn, Zoom","You have 4 active subscription(s). Total monthly spend: ₹5,859.08. Next debit: 2024-07-12."
CUST100657,2,2,0,247.92,247.68,2024-07-11,981975.25,Low,"Google, Spotify",You have 2 active subscription(s). Total monthly spend: ₹247.92. Next debit: 2024-07-11.
CUST100658,3,3,0,346.56,347.18,2024-07-13,2218165.66,Low,"Google, Spotify, Zee5",You have 3 active subscription(s). Total monthly spend: ₹346.56. Next debit: 2024-07-13.
CUST100659,2,2,0,1758.5,1749.31,2024-08-04,1245474.01,High,"Adobe, Apple","You have 2 active subscription(s). Total monthly spend: ₹1,758.50. Next debit: 2024-08-04."
CUST100660,2,2,0,4293.53,4298.0,2024-06-11,1143590.94,Low,"Amazon, Coursera","You have 2 active subscription(s). Total monthly spend: ₹4,293.53. Next debit: 2024-06-11."
CUST100661,3,3,0,6509.45,6567.99,2024-06-07,622265.82,High,"Adobe, Coursera, BESCOM","You have 3 active subscription(s). Total monthly spend: ₹6,509.45. Next debit: 2024-06-07."
CUST100662,3,3,0,1994.66,1994.14,2024-07-19,1397973.84,Low,"Microsoft, YouTube, Zoom","You have 3 active subscription(s). Total monthly spend: ₹1,994.66. Next debit: 2024-07-19."
CUST100663,3,3,0,1666.0,1657.45,2024-07-16,1157082.86,Low,"Dropbox, Netflix, Spotify","You have 3 active subscription(s). Total monthly spend: ₹1,666.00. Next debit: 2024-07-16."
CUST100664,2,2,0,174.55,174.73,2024-07-05,2641969.35,Low,"Apple, Zee5",You have 2 active subscription(s). Total monthly spend: ₹174.55. Next debit: 2024-07-05.
CUST100665,2,1,1,383.78,237.09,2024-07-07,1502329.11,High,"TimesOfIndia, YouTube",You have 2 active subscription(s). Total monthly spend: ₹383.78. Next debit: 2024-07-07.
CUST100666,3,3,0,6285.56,6324.59,2024-07-07,1759935.13,High,"Coursera, CultFit, Zoom","You have 3 active subscription(s). Total monthly spend: ₹6,285.56. Next debit: 2024-07-07."
CUST100667,1,1,0,131.97,135.53,2024-07-18,2456420.09,Low,Google,You have 1 active subscription(s). Total monthly spend: ₹131.97. Next debit: 2024-07-18.
CUST100668,4,4,0,3023.06,3024.54,2024-07-15,2535284.11,High,"BESCOM, Disney+Hotstar, Microsoft, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹3,023.06. Next debit: 2024-07-15."
CUST100669,3,3,0,3071.84,3066.08,2024-07-01,1449899.62,High,"Adobe, Zee5, Zoom","You have 3 active subscription(s). Total monthly spend: ₹3,071.84. Next debit: 2024-07-01."
CUST100670,4,4,0,1967.5,1960.58,2024-07-11,1855823.42,Low,"Amazon, BESCOM, Netflix, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹1,967.50. Next debit: 2024-07-11."
CUST100671,3,3,0,2076.94,2078.47,2024-07-07,1867657.23,Low,"Google, Netflix, Zoom","You have 3 active subscription(s). Total monthly spend: ₹2,076.94. Next debit: 2024-07-07."
CUST100672,4,4,0,1393.97,1398.7,2024-06-28,2499851.33,High,"Amazon, BESCOM, Google, Spotify","You have 4 active subscription(s). Total monthly spend: ₹1,393.97. Next debit: 2024-06-28."
CUST100673,1,1,0,129.46,127.16,2024-07-28,1891046.37,Low,Google,You have 1 active subscription(s). Total monthly spend: ₹129.46. Next debit: 2024-07-28.
CUST100674,1,1,0,2685.88,2688.65,2024-07-12,2661823.54,Low,LinkedIn,"You have 1 active subscription(s). Total monthly spend: ₹2,685.88. Next debit: 2024-07-12."
CUST100675,3,3,0,1331.78,1330.32,2024-07-16,1651871.23,Low,"Microsoft, Netflix, Swiggy","You have 3 active subscription(s). Total monthly spend: ₹1,331.78. Next debit: 2024-07-16."
CUST100676,4,3,1,5784.66,5046.93,2024-06-03,761600.57,High,"Coursera, AnytimeFitness, Netflix, Spotify","You have 4 active subscription(s). Total monthly spend: ₹5,784.66. Next debit: 2024-06-03."
CUST100677,1,0,1,196.48,49.47,2024-06-29,1322379.05,Low,TimesOfIndia,You have 1 active subscription(s). Total monthly spend: ₹196.48. Next debit: 2024-06-29.
CUST100678,4,4,0,4556.66,4569.63,2024-05-26,2423530.3,High,"Adobe, Disney+Hotstar, Spotify, Zoom","You have 4 active subscription(s). Total monthly spend: ₹4,556.66. Next debit: 2024-05-26."
CUST100679,3,3,0,6764.53,6770.74,2024-07-05,1981955.79,High,"Coursera, Google, LinkedIn","You have 3 active subscription(s). Total monthly spend: ₹6,764.53. Next debit: 2024-07-05."
CUST100680,3,3,0,5494.55,5480.86,2024-07-12,1548493.06,High,"Coursera, YouTube, Zoom","You have 3 active subscription(s). Total monthly spend: ₹5,494.55. Next debit: 2024-07-12."
CUST100681,4,3,1,1935.81,1787.23,2024-05-25,532409.66,Low,"CultFit, Netflix, TimesOfIndia, Zee5","You have 4 active subscription(s). Total monthly spend: ₹1,935.81. Next debit: 2024-05-25."
CUST100682,2,2,0,1895.67,1891.78,2024-07-27,2451660.68,Low,"Dropbox, CultFit","You have 2 active subscription(s). Total monthly spend: ₹1,895.67. Next debit: 2024-07-27."
CUST100683,2,2,0,2852.39,2862.69,2024-07-29,2451912.55,High,"LinkedIn, YouTube","You have 2 active subscription(s). Total monthly spend: ₹2,852.39. Next debit: 2024-07-29."
CUST100684,2,2,0,372.57,373.55,2024-07-12,666611.15,High,"Amazon, Apple",You have 2 active subscription(s). Total monthly spend: ₹372.57. Next debit: 2024-07-12.
CUST100685,4,3,1,2611.83,1861.64,2024-05-15,1097465.31,High,"BESCOM, AnytimeFitness, Netflix, Spotify","You have 4 active subscription(s). Total monthly spend: ₹2,611.83. Next debit: 2024-05-15."
CUST100686,1,1,0,2635.17,2578.22,2024-07-09,2585968.13,Low,LinkedIn,"You have 1 active subscription(s). Total monthly spend: ₹2,635.17. Next debit: 2024-07-09."
CUST100687,2,2,0,1809.72,1812.8,2024-07-15,553839.95,High,"Adobe, Google","You have 2 active subscription(s). Total monthly spend: ₹1,809.72. Next debit: 2024-07-15."
CUST100688,3,3,0,5153.58,5168.14,2024-06-27,1503428.29,High,"Amazon, Coursera, BESCOM","You have 3 active subscription(s). Total monthly spend: ₹5,153.58. Next debit: 2024-06-27."
CUST100689,1,1,0,300.89,295.33,2024-07-20,904718.49,Low,Amazon,You have 1 active subscription(s). Total monthly spend: ₹300.89. Next debit: 2024-07-20.
CUST100690,1,1,0,119.11,119.33,2024-07-06,575798.84,Low,Spotify,You have 1 active subscription(s). Total monthly spend: ₹119.11. Next debit: 2024-07-06.
CUST100691,3,3,0,3137.82,3138.03,2024-06-18,1293815.78,High,"Amazon, LinkedIn, YouTube","You have 3 active subscription(s). Total monthly spend: ₹3,137.82. Next debit: 2024-06-18."
CUST100692,4,3,1,4750.56,4600.43,2024-06-12,956251.05,High,"Adobe, LinkedIn, TimesOfIndia, YouTube","You have 4 active subscription(s). Total monthly spend: ₹4,750.56. Next debit: 2024-06-12."
CUST100693,1,1,0,2669.5,2670.41,2024-07-06,2388365.72,Low,LinkedIn,"You have 1 active subscription(s). Total monthly spend: ₹2,669.50. Next debit: 2024-07-06."
CUST100694,1,1,0,1497.89,1504.16,2024-07-21,1261303.44,Low,Disney+Hotstar,"You have 1 active subscription(s). Total monthly spend: ₹1,497.89. Next debit: 2024-07-21."
CUST100695,1,1,0,99.54,100.93,2024-07-15,1791655.99,Low,Zee5,You have 1 active subscription(s). Total monthly spend: ₹99.54. Next debit: 2024-07-15.
CUST100696,2,2,0,1493.04,1494.26,2024-07-23,2534397.51,Low,"CultFit, Microsoft","You have 2 active subscription(s). Total monthly spend: ₹1,493.04. Next debit: 2024-07-23."
CUST100697,2,1,1,374.26,227.58,2024-07-12,1405044.59,Low,"TimesOfIndia, Swiggy",You have 2 active subscription(s). Total monthly spend: ₹374.26. Next debit: 2024-07-12.
CUST100698,4,3,1,4685.48,4533.82,2024-06-19,1779492.16,High,"BESCOM, CultFit, LinkedIn, TimesOfIndia","You have 4 active subscription(s). Total monthly spend: ₹4,685.48. Next debit: 2024-06-19."
CUST100699,1,1,0,97.91,97.28,2024-06-18,697013.91,High,Zee5,You have 1 active subscription(s). Total monthly spend: ₹97.91. Next debit: 2024-06-18.
CUST100700,4,3,1,3914.72,3171.32,2024-06-19,1866995.46,High,"AnytimeFitness, LinkedIn, Swiggy, Zee5","You have 4 active subscription(s). Total monthly spend: ₹3,914.72. Next debit: 2024-06-19."
CUST100701,2,1,1,1505.77,1363.43,2024-06-14,527844.61,Low,"TimesOfIndia, Zoom","You have 2 active subscription(s). Total monthly spend: ₹1,505.77. Next debit: 2024-06-14."
CUST100702,1,0,1,999.6,250.28,2024-06-29,1675706.58,High,AnytimeFitness,You have 1 active subscription(s). Total monthly spend: ₹999.60. Next debit: 2024-06-29.
CUST100703,4,3,1,2606.65,1860.48,2024-07-01,1833879.06,Low,"Google, AnytimeFitness, YouTube, Zoom","You have 4 active subscription(s). Total monthly spend: ₹2,606.65. Next debit: 2024-07-01."
CUST100704,1,1,0,848.51,856.91,2024-06-24,1256237.64,Low,BESCOM,You have 1 active subscription(s). Total monthly spend: ₹848.51. Next debit: 2024-06-24.
CUST100705,1,1,0,179.7,179.9,2024-07-16,1027476.75,Low,Swiggy,You have 1 active subscription(s). Total monthly spend: ₹179.70. Next debit: 2024-07-16.
CUST100706,3,2,1,965.98,816.41,2024-07-01,1796084.68,Low,"Netflix, TimesOfIndia, Spotify",You have 3 active subscription(s). Total monthly spend: ₹965.98. Next debit: 2024-07-01.
CUST100707,3,3,0,1873.15,1877.56,2024-06-13,1223225.66,Low,"Dropbox, BESCOM, Google","You have 3 active subscription(s). Total monthly spend: ₹1,873.15. Next debit: 2024-06-13."
CUST100708,3,3,0,1330.57,1332.13,2024-06-20,1741590.84,Low,"Microsoft, Netflix, YouTube","You have 3 active subscription(s). Total monthly spend: ₹1,330.57. Next debit: 2024-06-20."
CUST100709,2,2,0,980.39,993.02,2024-07-14,2018054.13,Low,"Apple, Dropbox",You have 2 active subscription(s). Total monthly spend: ₹980.39. Next debit: 2024-07-14.
CUST100710,1,0,1,195.36,48.81,2024-07-02,2141995.8,High,TimesOfIndia,You have 1 active subscription(s). Total monthly spend: ₹195.36. Next debit: 2024-07-02.
CUST100711,3,3,0,2364.25,2361.54,2024-06-28,1025100.8,Low,"Adobe, Microsoft, YouTube","You have 3 active subscription(s). Total monthly spend: ₹2,364.25. Next debit: 2024-06-28."
CUST100712,2,2,0,2153.37,2154.09,2024-06-07,2630500.25,Low,"BESCOM, Zoom","You have 2 active subscription(s). Total monthly spend: ₹2,153.37. Next debit: 2024-06-07."
CUST100713,4,3,1,1115.45,966.17,2024-06-27,2453385.91,Low,"Amazon, Microsoft, TimesOfIndia, Spotify","You have 4 active subscription(s). Total monthly spend: ₹1,115.45. Next debit: 2024-06-27."
CUST100714,3,3,0,353.44,353.39,2024-06-21,1142867.12,Low,"Apple, Swiggy, Zee5",You have 3 active subscription(s). Total monthly spend: ₹353.44. Next debit: 2024-06-21.
CUST100715,2,2,0,2308.54,2288.96,2024-07-20,1225914.45,High,"Adobe, Netflix","You have 2 active subscription(s). Total monthly spend: ₹2,308.54. Next debit: 2024-07-20."
CUST100716,2,2,0,5032.41,5027.94,2024-07-24,1034992.67,High,"Coursera, CultFit","You have 2 active subscription(s). Total monthly spend: ₹5,032.41. Next debit: 2024-07-24."
CUST100717,1,1,0,496.11,498.36,2024-07-26,1018861.14,Low,Microsoft,You have 1 active subscription(s). Total monthly spend: ₹496.11. Next debit: 2024-07-26.
CUST100718,4,4,0,5351.46,5409.98,2024-06-20,995553.41,High,"Dropbox, LinkedIn, Microsoft, Zoom","You have 4 active subscription(s). Total monthly spend: ₹5,351.46. Next debit: 2024-06-20."
CUST100719,2,2,0,1590.82,1589.71,2024-06-24,714674.26,Low,"Amazon, Zoom","You have 2 active subscription(s). Total monthly spend: ₹1,590.82. Next debit: 2024-06-24."
CUST100720,2,2,0,3492.88,3491.47,2024-07-16,2447134.62,Low,"BESCOM, LinkedIn","You have 2 active subscription(s). Total monthly spend: ₹3,492.88. Next debit: 2024-07-16."
CUST100721,2,2,0,263.49,263.5,2024-07-21,1855949.6,High,"Apple, YouTube",You have 2 active subscription(s). Total monthly spend: ₹263.49. Next debit: 2024-07-21.
CUST100722,4,2,2,2140.6,1242.29,2024-06-28,2533893.27,High,"Amazon, AnytimeFitness, Netflix, TimesOfIndia","You have 4 active subscription(s). Total monthly spend: ₹2,140.60. Next debit: 2024-06-28."
CUST100723,4,3,1,1399.81,1250.53,2024-06-27,1598822.46,Low,"Dropbox, TimesOfIndia, Spotify, YouTube","You have 4 active subscription(s). Total monthly spend: ₹1,399.81. Next debit: 2024-06-27."
CUST100724,1,0,1,993.36,247.57,2024-06-30,1232504.97,Low,AnytimeFitness,You have 1 active subscription(s). Total monthly spend: ₹993.36. Next debit: 2024-06-30.
CUST100725,4,3,1,1916.78,1760.93,2024-07-01,2225876.29,Low,"Dropbox, Netflix, TimesOfIndia, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹1,916.78. Next debit: 2024-07-01."
CUST100726,4,2,2,2387.12,1496.84,2024-07-08,1491329.78,Low,"AnytimeFitness, CultFit, TimesOfIndia, YouTube","You have 4 active subscription(s). Total monthly spend: ₹2,387.12. Next debit: 2024-07-08."
CUST100727,4,4,0,2325.59,2341.67,2024-06-22,1597704.57,Low,"Apple, Disney+Hotstar, Netflix, Zee5","You have 4 active subscription(s). Total monthly spend: ₹2,325.59. Next debit: 2024-06-22."
CUST100728,3,2,1,2005.83,1265.33,2024-07-06,1486210.75,High,"Dropbox, AnytimeFitness, Spotify","You have 3 active subscription(s). Total monthly spend: ₹2,005.83. Next debit: 2024-07-06."
CUST100729,1,1,0,648.82,651.28,2024-07-19,2655246.77,Low,Netflix,You have 1 active subscription(s). Total monthly spend: ₹648.82. Next debit: 2024-07-19.
CUST100730,1,1,0,74.92,75.1,2024-07-15,1916199.45,Low,Apple,You have 1 active subscription(s). Total monthly spend: ₹74.92. Next debit: 2024-07-15.
CUST100731,1,1,0,1495.25,1499.0,2024-07-03,1916649.26,Low,Disney+Hotstar,"You have 1 active subscription(s). Total monthly spend: ₹1,495.25. Next debit: 2024-07-03."
CUST100732,3,2,1,5473.93,5350.06,2024-07-02,1744299.71,Low,"Coursera, TimesOfIndia, Zoom","You have 3 active subscription(s). Total monthly spend: ₹5,473.93. Next debit: 2024-07-02."
CUST100733,3,2,1,1139.05,984.65,2024-07-04,1064855.99,Low,"Amazon, Netflix, TimesOfIndia","You have 3 active subscription(s). Total monthly spend: ₹1,139.05. Next debit: 2024-07-04."
